StateAbbr,State,County,CountyFIPS,ARTHRITIS,CASTHMA,BPHIGH,CANCER,HIGHCHOL,KIDNEY,COPD,CHD,DIABETES,MHLTH,PHLTH,TEETHLOST,STROKE,TotalPopulation,GenderMajority,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomePerCap,IncomePerCapErr,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,MeanHealthCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment%_2019,Median Household Income_2019,% of State Median HH Income
TN,Tennessee,Lewis,47101,38.4,10.9,43.1,8.5,42.4,3.8,12.9,10.7,15.5,17.7,19,22.1,4.8,11944,F,5864,6080,2.2,93.5,1.2,0,2.7,0,9254,37092,20099,1619,33.1,27.3,17.4,23.1,11.6,20.6,72.6,17.6,0.6,1.2,3.5,4.5,26.2,47.64,4772,77.4,11.6,11,0,4,45874,0.818491623
TN,Tennessee,Lincoln,47103,36,10.8,43.4,8.3,41.2,3.6,11.7,9.8,14.4,16.9,17.8,20.5,4.6,33543,F,16488,17055,3.2,87.4,6.8,0.2,0.4,0,25753,42153,24029,1517,,26.5,13.1,22.5,11.8,26.1,84.7,11.1,0.4,0.8,0.8,2.2,27.7,54.66,14216,78,12.8,8.1,1,3.6,54558,0.973433012
TN,Tennessee,Loudon,47105,37.5,9.9,42.6,9.5,42.1,3.6,11,10,14.5,14.4,16.3,16.3,4.3,51024,F,24934,26090,8.2,88.4,1.3,0.1,0.6,0,38403,55431,30177,1892,25,27.4,19.8,22.8,11.5,18.5,83.7,9.7,0.2,0.7,1,4.8,23.4,50.63,20363,78.1,13.4,8.4,0.1,3.4,65226,1.163773262
TN,Tennessee,McMinn,47107,36.3,10.8,41,8.3,39.9,3.7,11.9,10,15.1,17.2,17.9,20.7,4.5,52569,F,25630,26939,3.7,89.7,3.6,0.2,0.6,0.1,40534,39990,21583,1103,27.2,27,16.6,20.6,9.9,25.8,85.2,9.3,0.3,1.5,0.4,3.3,23.8,44.96,20840,82.6,11.1,6.3,0,3.8,49836,0.889182293
TN,Tennessee,McNairy,47109,39.3,11.1,44.8,8.4,42.7,4,13.5,11.1,16,18.5,19.9,23.7,5.1,25945,F,12672,13273,2,90.1,5.7,0.2,0.1,0,20102,34353,19745,1423,26.8,27.9,14.9,22.4,10.3,24.6,86.8,6.4,0.1,0.4,1,5.4,26.9,48.72,9313,72.9,17.4,9.7,0.1,5.2,45469,0.811265545
TN,Tennessee,Macon,47111,36,11.2,38.8,7.4,40.3,3.4,12.5,9.6,14.1,19,19,23.3,4.3,23239,F,11381,11858,5.1,92.1,0.4,0.4,0.3,0.2,17076,35533,20666,1977,22.1,24.8,16.2,21,13,25,83.4,13.8,0,0.4,0.3,2.1,34.6,61.97,9856,76.3,13,10.7,0,3.1,44334,0.791014684
TN,Tennessee,Madison,47113,32.6,10.6,43.2,7.3,38.4,3.5,9.6,8.7,15,16.5,16,18.7,4.3,97887,F,46449,51438,3.7,56.5,37.1,0,1.1,0,74356,44496,24600,787,30.2,32.8,19.2,25.2,6.8,16,85.8,6.7,0.9,0.8,2.9,2.9,18.6,35.33,43003,80.9,13.2,5.6,0.3,3.6,50401,0.899263118
TN,Tennessee,Marion,47115,37.5,10.9,41.6,8.3,41.3,3.6,12.2,10,14.6,17.4,18.2,20.5,4.5,28355,F,13830,14525,1.7,92.1,1.9,0.3,0.4,0,22136,45366,23807,1227,25.7,28,13.2,24.9,14,20,84.9,7.7,0.1,2.6,0.4,4.3,28.1,52,11940,78.7,14.2,7,0,4.3,47675,0.850625368
TN,Tennessee,Marshall,47117,34.3,10.5,40.6,7.5,39,3.2,10.7,8.5,13.5,16.9,16.7,19.5,4,31753,F,15700,16053,4.9,85.4,7.6,0,0.4,0,23747,46837,23920,1513,17.8,25.4,13.8,23.9,11,25.9,88.4,7.6,0.1,0.7,0.9,2.2,30.1,61.33,13998,79.6,13.3,7.1,0,3.5,58151,1.037539922
TN,Tennessee,Maury,47119,31.6,10.3,38.3,7.4,37.3,3.1,9.3,7.7,12.8,15.8,15,16.5,3.6,87606,F,42201,45405,5.4,79.8,11.6,0.4,0.9,0,65102,52080,25872,1161,17.7,32.4,16.5,24.9,10.3,15.8,85.7,8.4,0.3,1.1,1.1,3.4,29.3,64.03,40562,81.7,11.5,6.7,0.2,3.2,66434,1.185326601
TN,Tennessee,Meigs,47121,37.9,10.7,43.1,8.4,41,3.6,12.5,10.3,15.1,17.2,18.2,20.3,4.6,11830,F,5767,6063,1.5,94.5,1.4,0.3,0.2,0,9357,39786,22542,1561,26.4,22.3,16.3,18.7,13.6,29.1,83.9,12.1,0.3,0.4,1.8,1.5,31,57.73,4300,80.3,14.9,4.8,0,4.6,48334,0.862383357
TN,Tennessee,Monroe,47123,39.5,11.1,43.7,8.4,42.1,3.9,13.3,10.9,15.5,18.1,19.5,23.5,4.9,45698,F,22571,23127,4.2,91.1,1.9,0.9,0.4,0,35219,36931,20353,1305,31.4,23.4,16.5,20.5,11.7,28,86.8,8.6,0,1.1,1.4,2.2,28,53.23,16551,82.2,11,6.8,0.1,3.7,50506,0.901136546
TN,Tennessee,Montgomery,47125,26.7,10.3,31.3,5.4,31.1,2.5,7,5.6,10.8,16.4,13.3,15.7,2.8,192120,M,96196,95924,9.7,64.6,18.6,0.5,2.1,0.4,136485,53737,24827,632,18.2,32.6,17.9,24.2,9.9,15.5,86.8,6.8,0.9,1.5,1.5,2.6,24.9,50.49,77722,72.3,22.6,4.9,0.2,3.8,57606,1.027815940
TN,Tennessee,Moore,47127,36.4,10.2,40.5,8.6,40,3.5,11.2,9.7,13.9,16,16.8,18.4,4.3,6302,F,3108,3194,0.2,93.3,1.7,1.6,2,0,5009,51671,31479,4541,11,24.3,12.5,23.2,12.1,27.8,91.1,4.4,0,0.9,0.3,3.2,25.2,52.99,2807,70.1,15.5,14,0.4,2.9,61804,1.102717362
TN,Tennessee,Morgan,47129,36.8,11,42.8,7.6,41.6,3.7,13.3,10.5,15.2,19,20,25,4.8,21639,M,12088,9551,1.2,93.3,5,0.1,0,0,17379,40707,18649,1122,31.6,23.1,24.2,23.3,13.8,15.6,82.3,13.5,0,1.5,0.9,1.7,30.2,53.88,7120,67.9,25.7,6,0.4,4.1,43952,0.784198976
TN,Tennessee,Obion,47131,38.4,11,44.6,8.2,41.3,3.9,12.8,10.5,16.1,18,19.3,21.9,4.9,30659,F,14679,15980,4,83.4,10.3,0.3,0.3,0,23563,38063,21939,1038,33.6,29.3,18.7,20.9,9.3,21.7,87.6,6.2,0.3,1.9,1.3,2.8,21.9,39.12,12515,75.5,13.8,10.4,0.3,4.9,44061,0.786143772
TN,Tennessee,Overton,47133,36.9,10.9,43.6,8.3,42,3.8,13,10.7,14.9,17.9,19.1,23.1,4.8,21995,F,10914,11081,1.3,96.4,0.7,0.1,0.3,0.2,16878,36052,19961,1059,27.3,27.8,15.1,22.7,13.1,21.3,87.6,8,0.2,0.7,0.5,3,27.5,48.91,8736,72.9,14.9,12,0.1,3.8,43636,0.778560851
TN,Tennessee,Perry,47135,40,11.5,45,8.5,43.3,4.3,14.8,12.1,17.1,19.3,21.4,26.4,5.5,7882,M,3960,3922,2.3,92.6,3.3,0.3,0.3,0,6119,31503,20204,3710,43.8,21.5,17.5,18.1,20.5,22.4,74.7,7.6,0,3.5,4.6,9.5,29.7,52.45,2745,67.3,18.8,13.8,0,5,42939,0.766124859
TN,Tennessee,Pickett,47137,41.6,10.9,46.8,9.7,45,4.3,14.6,12.6,16.8,17.2,20.3,23.3,5.5,5071,M,2566,2505,0.9,96.8,0.8,0,0,0,4144,39313,21300,2490,32.7,28.9,18.4,22.8,15.5,14.4,85.8,8.1,0,1,0,5.1,25.8,45.07,2220,64.8,25.2,9.9,0.1,4.7,41860,0.746873160
TN,Tennessee,Polk,47139,39,10.9,43.2,8.5,42,3.8,13,10.6,15.1,17.6,18.8,22.5,4.7,16722,F,8321,8401,1.9,95.4,0.3,0.3,0.2,0,13197,42307,24247,2010,24.9,26.4,15.4,21.1,14.5,22.6,85.3,10.1,0,1.7,0.6,2.3,29.8,54.22,6762,78.4,14.6,7,0.1,4,45922,0.819348047
TN,Tennessee,Putnam,47141,30.6,10.4,36.1,7.2,36.4,3.1,10,8.3,11.9,17.4,16.2,19.1,3.7,75565,F,37302,38263,6,88.8,2.3,0.3,1.3,0,56502,37802,23337,1454,30.5,33.1,20.4,23.7,8.4,14.5,87.6,7.7,0.1,1.1,0.8,2.7,22.9,42.95,32396,76.3,14.5,8.7,0.4,3.5,49083,0.875747141
TN,Tennessee,Rhea,47143,36.8,11,41.5,8,40.9,3.7,12.6,10.3,15,18.2,19.1,22.8,4.6,32478,F,16027,16451,4.6,91,2.2,0.1,0.4,0,24528,39368,22031,1244,31.4,26.4,18.6,19.6,12.1,23.3,79.9,14,0,1.9,0.7,3.5,22.7,41.98,13341,75.9,17.7,6.2,0.1,5.7,47599,0.849269363
TN,Tennessee,Roane,47145,37.7,10.4,42,8.9,42.7,3.6,11.5,10,14.2,15.7,17.2,17.8,4.4,52926,F,25970,26956,1.7,93.1,2.4,0.3,0.7,0,42366,45407,25555,1048,19.9,31.8,18.6,23.3,8.1,18.2,86.5,9.4,0,0.3,0.5,3.3,27.4,52.12,21209,74.8,19.3,5.8,0.1,4,50561,0.902117865
TN,Tennessee,Robertson,47147,31.8,10.2,37.3,7.3,37.2,3,9.5,7.8,12.3,16.1,15.1,17,3.6,68575,F,33839,34736,6.4,84,7.1,0.4,0.5,0.1,49595,57424,26441,978,16.6,31.7,15.6,23.2,13.3,16.3,83.1,9.1,0.4,1.1,2,4.2,29.3,63.69,32726,79.2,13.6,6.9,0.2,2.9,65790,1.173836245
TN,Tennessee,Rutherford,47149,26.3,10.2,33,5.9,32.3,2.5,7.3,5.8,10.3,16,12.9,14.3,2.8,298456,F,147195,151261,7.4,72.5,13.9,0.2,3.1,0,212507,62149,27932,507,14.8,35,14.9,26.5,8.1,15.5,84.6,9.4,0.3,0.8,1.1,3.9,28.5,63.9,154929,81,13.3,5.6,0.1,2.6,69614,1.242064696
TN,Tennessee,Scott,47151,36.9,11.3,41.8,7.7,41,3.6,13.3,10.2,14.9,19.3,20,24.3,4.6,21949,F,10831,11118,0.8,97.5,0.5,0.3,0,0,16608,31875,18748,1620,34.3,22.2,13.9,21.4,13.9,28.7,83.8,9.7,0.1,0.5,3,2.8,28.3,47.87,8347,72.4,18.4,8.9,0.3,4.4,38750,0.691384017
TN,Tennessee,Sequatchie,47153,35.7,10.6,41.5,8.4,41.6,3.6,11.9,9.9,14.1,16.9,17.7,19.7,4.4,14654,F,7229,7425,3.5,85.9,0.2,0.3,0,0,11267,51312,22744,1456,19.9,30.3,18.2,22.8,12.7,16.1,83.7,11.1,0.2,0,0.4,4.6,32.4,59.5,5947,73.9,16.3,9.7,0.1,4.2,46876,0.836369476
TN,Tennessee,Sevier,47155,36.9,10.5,40.2,8.3,40.1,3.5,11.5,9.5,14.2,16.6,17.5,18.9,4.3,95523,F,46856,48667,5.7,90.6,0.7,0.3,0.8,0,72161,44473,23298,914,21,25.7,25,28.4,9.1,11.8,77.4,15,0.4,1.3,1,4.8,24.8,48.9,45945,80.3,11.3,7.9,0.6,3.3,54476,0.971969954
TN,Tennessee,Shelby,47157,30,11.3,39.1,6.2,34.1,3.4,8.5,7.2,14.6,16,15.5,18.7,4.3,937847,F,446846,491001,6.1,36.5,53.2,0.1,2.5,0,665480,48415,28117,331,33.9,35.1,18,24.7,6.8,15.3,83.3,9.4,1.3,1.3,1.4,3.2,22.9,44.42,430218,81.4,13.4,5.1,0.1,4,52659,0.939550734
TN,Tennessee,Smith,47159,34.9,10.8,41,7.7,39.8,3.3,11.5,9.2,13.6,17.6,17.6,20.5,4.1,19279,F,9617,9662,2.5,93.2,2.2,0.6,0.1,0,14544,44275,23015,1668,17.2,27.7,15.3,23.7,10.8,22.6,86.5,10.7,0,0.4,0.5,1.9,28.6,56.45,8427,78.2,12.6,9.2,0.1,3,54570,0.973647118
TN,Tennessee,Stewart,47161,35.8,10.4,41.7,8.3,41.3,3.5,11.6,9.7,14.1,16.5,17.3,19.5,4.3,13248,F,6582,6666,2.6,92,1.1,0.5,0.9,0.3,10257,44090,22680,1462,29.2,26.9,18.7,22.4,13.9,18.1,82.4,10.6,0.3,1.3,3,2.4,34.7,67,5181,70.6,23.6,5.6,0.2,4.5,52177,0.930950809
TN,Tennessee,Sullivan,47163,35.9,10.7,41.3,8.7,39.4,3.6,11.5,9.7,14,16.8,17.3,18.4,4.4,156519,F,75908,80611,1.8,93.7,1.9,0.1,0.6,0,124264,42251,25946,704,26.3,33.2,17.9,26,9.3,13.6,86,8,0.2,0.7,1.6,3.5,21.4,40.99,66637,80.6,12.1,7.1,0.2,3.7,51303,0.915356754
TN,Tennessee,Sumner,47165,30.4,10.1,37.1,7.4,36.6,2.9,8.7,7.5,11.5,15.1,14.2,14.9,3.4,175730,F,85968,89762,4.5,85.2,6.8,0.3,1.3,0.1,129587,61584,30669,902,13.1,35,15.4,27.1,8.3,14.2,83.9,8.4,0.4,0.6,1.4,5.2,27.8,62.22,87498,80.4,11.8,7.5,0.2,2.7,69391,1.238085892
TN,Tennessee,Tipton,47167,33.6,10.6,39.8,7.1,37.4,3.1,9.7,7.9,12.9,16.7,16,18.5,3.9,61434,F,30363,31071,2.7,76,17.9,0.5,0.7,0.2,45419,57212,26110,1088,20.2,28.4,16.3,25.2,13.4,16.8,86.2,9.8,0.3,0.6,1,2.1,33,69.17,27671,78.9,15.8,5,0.3,3.9,61436,1.096151444
TN,Tennessee,Trousdale,47169,28.5,10.3,36.8,6,35.8,2.9,9.6,7.3,11.8,17.9,15.7,20.9,3.5,8773,M,4654,4119,1.1,84.9,11.4,0.1,0.3,0,6814,41776,22863,2711,14.8,25.2,20.9,25.4,10.5,17.9,78,15.9,0.1,1.1,0,4.9,29.2,56.28,3834,76.3,16.1,7.6,0,3.1,51982,0.927471586
TN,Tennessee,Unicoi,47171,38.9,10.6,43.8,9,42.7,3.9,13,11.2,15.6,17,19.3,21.5,4.9,17830,F,8880,8950,4.4,93.7,0.5,0.1,0.5,0,14120,36576,21374,1629,29.9,25.3,18.1,22.6,14,20,80.8,9.2,0.8,1.5,3.3,4.5,20.4,36.61,7017,77.9,15.9,6.1,0.1,5,44548,0.794832908
TN,Tennessee,Union,47173,38.7,11.3,42.8,8,42.1,3.8,13.9,10.7,15.5,19.3,20.4,24.5,4.9,19176,F,9516,9660,1.5,96.6,0.4,0,0.1,0.2,14823,40132,20478,1560,31.9,20.8,16.5,26.2,14.7,21.9,85.4,8.6,0,0.2,0.6,5.2,33.6,62.44,7240,78.7,11,9,1.2,4,48106,0.858315342
TN,Tennessee,Van Buren,47175,40.9,11.2,45,8.8,43.4,4.2,14.8,12.1,17.1,18.4,21.1,24.6,5.4,5675,M,2870,2805,0.9,96.3,0.3,0,0,0,4556,43631,20672,2114,29.9,28,25.6,18.6,7.5,20.2,83.3,5.6,0.6,0.5,2.3,7.8,27.5,49.31,2308,64.3,24.6,10.2,1,4.5,44451,0.793102218
TN,Tennessee,Warren,47177,35.4,11.2,42.9,7.8,41.3,3.8,12.9,10.3,15.3,18.5,19.5,24.5,4.7,40210,F,19846,20364,8.7,85.9,1.3,0.1,0.6,0.3,29123,36765,21339,1488,33.4,26.9,13.9,21.4,12.4,25.5,84.5,10,0,1.4,0.5,3.7,24.5,44.67,17029,75.9,15.1,8.6,0.4,4.1,46144,0.823309009
TN,Tennessee,Washington,47179,31.6,10.2,37.8,7.6,37.9,3.1,9.5,8.2,12.2,15.9,14.9,15.8,3.6,126437,F,61427,65010,3.3,89.2,3.8,0.3,1.5,0,98962,44180,27334,972,22,38.5,18.5,23.8,8,11.3,85.7,6.6,0.6,1.1,2.3,3.8,20.8,40.05,59101,77.3,16.6,6,0.1,3.5,51879,0.925633843
TN,Tennessee,Wayne,47181,37.6,10.5,41.7,7.9,40.2,3.6,12.1,10,14.5,17.7,18.5,22.8,4.5,16713,M,9273,7440,1.9,90.3,5.6,0.2,1.5,0,13492,34299,18702,1417,30.4,24.7,20.6,22.8,12.1,19.8,82.3,10.8,0,0,4.6,2.2,29.1,52.51,5815,70.5,22,7.5,0.1,4.7,45091,0.804521205
TN,Tennessee,Weakley,47183,33.5,10.8,39.3,7.5,38.4,3.4,10.8,9.1,13.3,17.7,16.8,19.9,4.1,33776,F,16466,17310,2.3,87.1,8.7,0.2,0.1,0.1,26790,36550,19699,708,26.9,31.3,18.2,23.2,9.3,18.1,86.2,6.4,0.1,4.1,1.8,1.3,20,35.17,14098,72.7,20.7,6.2,0.3,4,42506,0.758399201
TN,Tennessee,White,47185,37,11.1,44.1,8.3,42.2,3.8,13,10.6,15,18,19.4,22.3,4.8,26394,F,12929,13465,2.3,93.8,1.6,0,0,0,20402,37654,19867,1582,24,24.9,18,23.1,10.6,23.4,86.4,9.1,0,1.4,1.1,2.1,24,42.66,9994,76.6,13.6,9.7,0.1,3.7,43583,0.777615216
TN,Tennessee,Williamson,47187,26.6,8.8,31.8,7.1,33.8,2.3,5.9,5.6,9,11.6,10.4,8.4,2.5,212161,F,103812,108349,4.7,85.3,4.2,0.1,4,0,146332,103543,48482,1272,5.2,54.4,11.5,24.3,4.5,5.2,80.9,7.5,0.3,1,1.2,9,27.3,85.57,105734,80.9,9.8,9.1,0.2,2.4,119637,2.134583475
TN,Tennessee,Wilson,47189,30.3,9.7,36,7.5,37.1,2.8,8.1,6.9,11,14.5,13.4,12.9,3.2,128874,F,63009,65865,3.8,86,6.8,0.3,1.5,0.1,95199,66123,31155,818,13.3,37.7,15.1,27.1,8.5,11.6,83.5,8.7,0.8,0.7,0.9,5.4,30,72.86,63207,79.6,12.9,7.5,0.1,2.7,80080,1.428800828
TX,Texas,Anderson,48001,25.5,9.3,38.3,6.4,36,3.4,8.6,8.4,13.8,15,15.1,20,4.1,57747,M,35292,22455,17.3,59.7,20.9,0.3,0.5,0,44095,42313,17466,894,23,24.4,23.5,23.4,12.9,15.9,85.1,9.9,0.2,0.5,0.7,3.6,23.7,41.63,19102,73.2,20.4,6.2,,2.9,48461,0.756682906
TX,Texas,Anderson,48001,25.5,9.3,38.3,6.4,36,3.4,8.6,8.4,13.8,15,15.1,20,4.1,57747,M,35292,22455,17.3,59.7,20.9,0.3,0.5,0,44095,42313,17466,894,23,24.4,23.5,23.4,12.9,15.9,85.1,9.9,0.2,0.5,0.7,3.6,23.7,41.63,19102,73.2,20.4,6.2,,2.9,48461,0.756682906
TX,Texas,Andrews,48003,21.3,8.6,31.8,5.6,33.8,2.8,6.4,6.4,11.9,14,13,15.3,3,17577,M,8980,8597,55.4,41.1,1.5,0.1,0.2,0.1,10695,70753,29903,3147,15.5,21.3,13,24.2,22.7,18.8,79.8,16.8,0,0,0.8,2.5,19.8,42.96,8054,85.3,8.7,5.7,,2.2,74918,1.169789520
TX,Texas,Angelina,48005,28.7,9.8,38.9,7.2,37,3.6,9.1,9.1,14.6,15.6,16.4,19.3,4.3,87700,F,42707,44993,21.5,61.2,14.7,0.1,1.1,0,60533,46472,21974,758,27.1,28.2,20.9,24,12.3,14.6,82.9,11.9,0.4,1.7,0.9,2.2,18.7,33.81,36164,77.2,16.7,6,,4,51750,0.808038224
TX,Texas,Aransas,48007,34.6,9.3,42.4,9.5,42.7,4.5,10.8,12,17.2,13.5,17.1,18,5.3,24832,M,12448,12384,27,67.7,1.6,0,2,0,19441,44601,29999,2914,26.8,28.2,23.3,22.1,16.5,9.8,81.4,8.4,0,2.8,0.5,6.8,20.8,38.04,10387,72.9,12.3,14.6,,4.3,53085,0.828883268
TX,Texas,Archer,48009,29.7,9.1,37.1,8.4,38.8,3.3,8.3,8.5,12.3,13.2,13.6,13.3,3.8,8793,F,4335,4458,8.3,88.6,0.8,0.3,0.4,0,6712,63192,31103,2291,10.1,34.2,13.4,25.3,12.9,14.2,86,6.9,0.3,1,1.1,4.7,20.4,40.7,4344,75.6,14.5,9.8,,2.8,63731,0.995112735
TX,Texas,Armstrong,48011,29.9,8.8,37.6,9.2,39.1,3.3,8.1,8.7,12.3,12.1,12.9,12,3.8,1929,M,974,955,10,86.6,1.2,1.3,0,0,1501,68750,31219,2569,13.6,32.9,15.3,18,25,8.9,68.8,17.4,0,2.3,0.2,11.3,27.4,54.96,968,63.8,26.3,8.6,,2.7,64424,1.005933421
TX,Texas,Atascosa,48013,24.1,8.6,35.3,6.2,37.1,3.4,7,7.7,14.5,13.7,14.3,15.6,3.5,48139,F,24051,24088,63.5,34.2,0.7,0.1,0.4,0,33109,55194,23973,1528,22.5,25.8,21.1,19.7,18.7,14.7,76.9,15,0.1,1.1,1,5.9,30.8,58.36,20208,78.3,14.7,6.9,,3.6,57309,0.894837924
TX,Texas,Austin,48015,28.1,9,38.1,7.7,37.9,3.4,8,8.3,13.2,13.1,13.6,14.7,3.9,29292,F,14474,14818,25.9,63.3,8.9,0,0.2,0,20449,62614,30101,1810,23.5,30.9,15.7,23.6,12.5,17.4,81.6,10.6,0.1,1.9,1.3,4.6,31.1,64.27,13509,77.5,13.2,9.3,,3.4,68311,1.066626070
TX,Texas,Bailey,48017,24.9,8.7,37.6,6.5,38.1,3.6,7.7,8.4,14.7,13.9,15,18.8,3.8,7098,M,3678,3420,62.7,34.6,1.5,0.1,0.9,0.2,3916,43523,18662,3203,33.8,22.9,20.7,17.4,24,15,69.6,8.2,0,5.9,7.7,8.6,16.5,28.4,3157,77.1,11.8,10.4,,3.7,46174,0.720973081
TX,Texas,Bandera,48019,32.1,9,41.5,9.2,42.2,3.8,9.2,10,15,12.4,14.7,13.5,4.4,21316,F,10570,10746,18,78.8,1,0.2,0.2,0,17097,56413,29177,1824,31.2,35.7,17.4,22.7,17.5,6.7,80.2,9.8,0.1,1.9,0.4,7.6,37,71.43,8682,70.8,17.9,11,,3.3,59604,0.930672663
TX,Texas,Bastrop,48021,24.8,8.9,37.4,6.9,36.4,3.2,7.8,7.9,13.4,13.9,14,15.7,3.7,80306,M,40845,39461,36,53.7,7.7,0.4,0.9,0,53287,59185,25172,926,18.9,33.3,16.3,21.6,16.2,12.6,80.7,12,0.2,1.4,1.8,3.9,34.4,68.04,33500,71.5,20.2,8.1,,3,62627,0.977874586
TX,Texas,Baylor,48023,30.9,9,40.7,9,40.5,3.7,8.9,9.6,13.5,13,14.4,14.8,4.3,3602,F,1740,1862,10.1,83.8,3.2,0,0,0,2811,36157,30820,8919,3.4,34.2,17.9,27.2,14.9,5.9,89.5,7,0,1.6,1.4,0.6,10.6,17.48,1434,70.9,17.2,11.9,,2.3,41539,0.648600962
TX,Texas,Bee,48025,22.1,8.6,34.4,5.2,34.4,3.4,7.2,7.6,14.3,14.9,15.1,18.3,3.6,32729,M,19883,12846,58.2,32.2,8.2,0.5,0.5,0,24925,45415,17504,1095,31.8,20.9,24.2,26.1,12.1,16.7,80.3,12.6,0,2.6,1.8,2.6,21.9,37,10125,71,23.3,5.5,,4.4,44171,0.689697708
TX,Texas,Bell,48027,22.3,9.3,32.7,5.5,31.9,2.7,6,6,11.1,14.2,12.2,13.8,3,336506,F,168147,168359,24,47.2,21,0.3,2.8,0.7,231161,52583,25017,639,20.4,33.1,19.9,25.9,9.4,11.7,81,11.6,0.4,2.1,1.4,3.5,20.6,38.24,135361,70.7,24.3,4.9,,3.8,54831,0.856145775
TX,Texas,Bexar,48029,22.4,8.5,32,5.4,32.3,3.1,5.8,6.6,13.4,13.5,12.4,11.9,3,1892004,F,932577,959427,59.8,28.4,7,0.2,2.6,0.1,1262321,53999,26158,213,23.3,34.8,19.6,26,9.7,10,79.3,10.9,2.6,1.7,1.4,4.2,25,48.01,867502,80.7,13.8,5.5,,3.1,58956,0.920554619
TX,Texas,Blanco,48031,30.2,8.8,40.2,8.9,41,3.5,8.4,9.1,13.9,12.1,13.7,12.5,4,11089,M,5576,5513,19.1,77.6,0,0,0.6,0,8562,58500,31249,3106,16.1,33.6,18.2,21,16.7,10.4,77.9,8.6,0,3.1,1.3,9.2,27.8,57.49,5106,66.2,16.9,16.4,,2.4,68404,1.068078196
TX,Texas,Borden,48033,28,8,36.3,9.1,38,3.2,6.7,8.3,11.8,10.5,11.5,10,3.5,602,M,309,293,7.6,92.4,0,0,0,0,435,77708,38923,11296,0,47.8,8.6,20.4,17.6,5.5,74.7,10.7,0,11.1,0,3.6,28.1,59.66,255,57.3,23.5,19.2,,2.5,71926,1.123071638
TX,Texas,Bosque,48035,32,9.2,41.3,9,41.5,3.9,9.8,10.3,14.7,13.6,15.5,16.3,4.6,17955,F,8831,9124,17.6,78.7,1.4,0.3,0.3,0,13377,48677,25763,1602,26.5,29.3,16.6,21.7,16,16.4,79.2,10,0.1,4.5,1.2,5,29.6,55.1,7475,76.6,11.5,11.3,,3.4,55179,0.861579539
TX,Texas,Bowie,48037,28.2,9.9,40,7.1,36.9,3.4,8.4,8.3,13.8,14.7,14.7,17.3,4.2,93635,M,47173,46462,7.4,64.5,23.9,0.8,1,0,69154,46283,24761,1365,26.4,31.9,18.8,24,11.2,14.2,88.6,5.9,0.3,0.9,1.8,2.5,17.9,32.21,36668,77.7,18.1,4.2,,4.4,51207,0.799559678
TX,Texas,Brazoria,48039,22,8.5,32.9,6,33.7,2.7,5.7,6,11.5,12.3,11.2,11.4,2.9,345995,M,175156,170839,29.7,49.1,12.9,0.3,6.2,0,232385,76426,32343,729,12.1,41.7,14,20.2,11.2,12.8,86.3,8.9,0.2,0.8,0.9,2.8,29.8,68.75,162270,80.5,14.6,4.9,,4.2,83704,1.306976454
TX,Texas,Brazos,48041,15.4,9.4,24.5,4.6,29.5,2.4,5.3,5.1,8.9,14.8,10.4,13.2,2.5,214231,M,108478,105753,25.1,56.7,10.2,0.1,6,0,150587,43907,25337,637,22.9,41.1,18,22.9,8.7,9.3,77.7,11.3,2.4,2.5,2.7,3.4,17,31.46,103649,69.5,24.8,5.6,,2.7,54471,0.850524639
TX,Texas,Brewster,48043,27.2,8.3,37.5,7.8,38.7,3.6,7.3,8.8,14.3,11.9,13.4,12.9,3.8,9220,F,4464,4756,44.2,51.7,0.1,1.7,1.1,0,7083,38906,26073,2325,7.6,35.8,26.3,18,11.3,8.6,71.3,19.3,0,2.7,1.9,4.8,13.8,24.27,4151,57.2,33.7,7.4,,2.9,48581,0.758556617
TX,Texas,Briscoe,48045,32.1,9.3,40.9,8.8,40.7,4.2,9.8,11,15.9,13.7,16.1,17.6,4.9,1591,M,796,795,32.2,60.6,1.7,0,0,1,1182,42500,23199,2789,17.2,31.4,15.1,23.6,19.8,10.2,79.8,5.2,0,2.4,1.6,11,20.9,35.34,729,64.2,20.2,14.3,,3.5,44259,0.691071763
TX,Texas,Brooks,48047,26.9,8.6,41.3,6.3,40.8,5,8.1,10.6,21.2,14.6,18.5,19.1,4.8,7251,M,3750,3501,94.1,5.8,0.1,0,0,0,4628,24794,13549,1662,62.3,25.1,28.8,22.1,12,12,84.7,10.2,0,3.2,0,1.8,21.6,32.19,2489,63.6,27.3,9.1,,5.1,31410,0.490444070
TX,Texas,Brown,48049,28.6,9.2,38.2,7.8,38.5,3.5,8.6,8.9,13.5,13.9,14.5,15.7,4,37787,F,18741,19046,21.5,72.7,3.6,0.2,0.6,0,27983,43062,24040,1409,24.7,33.5,17.7,22,10.8,16.1,86.3,8.9,0.3,1.5,0.6,2.3,17.3,32.44,15238,76.9,15.1,8,,3.7,56040,0.875023421
